subject,session,run,task,input_path,output_path,mask_used,output_exists,file_loadable,dims_match,n_volumes,input_shape,output_shape,n_brain_voxels,n_zero_outside_brain,pct_outside_zeroed,mean_signal_brain,brain_has_signal,n_zero_volumes,status,notes
ICC183,2_task_name_rest10,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC183/_referencetype_standard/_run_001_session_2_task_name_rest10/sub-ICC183_ses-2_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC183/_referencetype_standard/_run_001_session_2_task_name_rest10/sub-ICC183_ses-2_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,1000,"(97, 116, 79, 1000)","(97, 116, 79, 1000)",107146,0,100.0,272.9669,True,0,PASS,
ICC183,2_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC183/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC183_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC183/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC183_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,272.8687,True,0,PASS,
ICC183,1_task_name_videos,002,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC183/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC183_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC183/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC183_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,267.4306,True,0,PASS,
ICC183A,1_task_name_rest10,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC183A/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC183A_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC183A/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC183A_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_08-11_fcgmask_2mm.nii.gz,True,True,True,1000,"(97, 116, 79, 1000)","(97, 116, 79, 1000)",113172,0,100.0,444.8455,True,0,PASS,
ICC183A,1_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC183A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC183A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC183A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC183A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_08-11_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",113172,0,100.0,443.9992,True,0,PASS,
ICC183A,1_task_name_videos,002,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC183A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC183A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC183A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC183A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_08-11_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",113172,0,100.0,443.4134,True,0,PASS,
ICC185,1_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC185/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC185_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC185/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC185_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,244.1832,True,0,PASS,
ICC185,2_task_name_rest10,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC185/_referencetype_standard/_run_001_session_2_task_name_rest10/sub-ICC185_ses-2_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC185/_referencetype_standard/_run_001_session_2_task_name_rest10/sub-ICC185_ses-2_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,1000,"(97, 116, 79, 1000)","(97, 116, 79, 1000)",107146,0,100.0,263.3143,True,0,PASS,
ICC185,2_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC185/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC185_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC185/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC185_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,262.6984,True,0,PASS,
ICC187,1_task_name_rest10,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC187/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC187_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC187/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC187_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,1000,"(97, 116, 79, 1000)","(97, 116, 79, 1000)",107146,0,100.0,262.4391,True,0,PASS,
ICC187,1_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC187/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC187_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC187/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC187_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,266.5888,True,0,PASS,
ICC187,1_task_name_videos,002,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC187/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC187_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC187/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC187_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,261.1162,True,0,PASS,
ICC189,1_task_name_rest10,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC189/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC189/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,1000,"(97, 116, 79, 1000)","(97, 116, 79, 1000)",107146,0,100.0,233.783,True,0,PASS,
ICC189,1_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC189/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC189_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC189/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC189_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,246.0221,True,0,PASS,
ICC189,1_task_name_videos,002,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC189/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC189_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC189/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC189_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,236.5379,True,0,PASS,
ICC191,1_task_name_rest10,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC191/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC191/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,1000,"(97, 116, 79, 1000)","(97, 116, 79, 1000)",107146,0,100.0,253.1803,True,0,PASS,
ICC191,1_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC191/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC191_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC191/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC191_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,250.1303,True,0,PASS,
ICC191,1_task_name_videos,002,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC191/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC191_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC191/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC191_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,250.4143,True,0,PASS,
ICC191A,1_task_name_rest10,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC191A/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC191A_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC191A/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC191A_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_08-11_fcgmask_2mm.nii.gz,True,True,True,1000,"(97, 116, 79, 1000)","(97, 116, 79, 1000)",113172,0,100.0,446.8978,True,0,PASS,
ICC191A,1_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC191A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC191A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC191A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC191A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_08-11_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",113172,0,100.0,437.0977,True,0,PASS,
ICC191A,1_task_name_videos,002,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC191A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC191A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC191A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC191A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_08-11_fcgmask_2mm.nii.gz,True,True,True,91,"(97, 116, 79, 91)","(97, 116, 79, 91)",113172,0,100.0,285.8209,True,0,PASS,
ICC191A,1_task_name_videos,003,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC191A/_referencetype_standard/_run_003_session_1_task_name_videos/sub-ICC191A_ses-1_task-videos_dir-AP_run-003_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC191A/_referencetype_standard/_run_003_session_1_task_name_videos/sub-ICC191A_ses-1_task-videos_dir-AP_run-003_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_08-11_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",113172,0,100.0,441.0055,True,0,PASS,
ICC193,1_task_name_rest10,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC193/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC193_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC193/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC193_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,1000,"(97, 116, 79, 1000)","(97, 116, 79, 1000)",107146,0,100.0,300.1202,True,0,PASS,
ICC193,1_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC193/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC193_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC193/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC193_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,294.1467,True,0,PASS,
ICC193,1_task_name_videos,002,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC193/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC193_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC193/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC193_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,299.0541,True,0,PASS,
ICC193A,1_task_name_rest10,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC193A/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC193A_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC193A/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC193A_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_08-11_fcgmask_2mm.nii.gz,True,True,True,1000,"(97, 116, 79, 1000)","(97, 116, 79, 1000)",113172,0,100.0,438.5767,True,0,PASS,
ICC193A,1_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC193A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC193A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC193A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC193A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_08-11_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",113172,0,100.0,442.2089,True,0,PASS,
ICC193A,1_task_name_videos,002,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC193A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC193A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC193A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC193A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_08-11_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",113172,0,100.0,437.6963,True,0,PASS,
ICC195,1_task_name_rest10,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC195/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC195_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC195/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC195_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,1000,"(97, 116, 79, 1000)","(97, 116, 79, 1000)",107146,0,100.0,265.7016,True,0,PASS,
ICC195,1_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC195/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC195_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC195/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC195_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,368,"(97, 116, 79, 368)","(97, 116, 79, 368)",107146,0,100.0,269.0713,True,0,PASS,
ICC195,1_task_name_videos,002,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC195/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC195_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC195/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC195_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,260.3094,True,0,PASS,
ICC197,1_task_name_rest10,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC197/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC197_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC197/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC197_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,1000,"(97, 116, 79, 1000)","(97, 116, 79, 1000)",107146,0,100.0,229.8125,True,0,PASS,
ICC197,1_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC197/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC197_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC197/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC197_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,230.417,True,0,PASS,
ICC197,2_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC197/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC197_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC197/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC197_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,222.0151,True,0,PASS,
ICC199,1_task_name_videos,001,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC199/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC199_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC199/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC199_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,278.0607,True,0,PASS,
ICC199,1_task_name_videos,002,videos,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC199/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC199_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space_cycleGANS_preprocessed_data/_subject_id_ICC199/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC199_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt_masked.nii.gz,nihpd_asym_02-05_fcgmask_2mm.nii.gz,True,True,True,485,"(97, 116, 79, 485)","(97, 116, 79, 485)",107146,0,100.0,278.2855,True,0,PASS,
